Datatable from 01/09/2023 06:00:00 to 19/09/2023 18:00:00,,,,,,,,,,,,,,,,,,
,POI - POI - Active Power - total (MW),,T05_WS - ( T05_WS ) Weather Station - Global Horizontal Irradiance - ( W/m2 ),,T15_WS - ( T15_WS ) Weather Station - Global Horizontal Irradiance - ( W/m2 ),,T05_WS - ( T05_WS ) Weather Station - Tilted Irradiance - ( W/m2 ),,T15_WS - ( T15_WS ) Weather Station - Tilted Irradiance - ( W/m2 ),,T05_WS - ( T05_WS ) Weather Station - Air Temperature ( degree ),,T15_WS - ( T15_WS ) Weather Station - Air Temperature ( degree ),,T05_WS - ( T05_WS ) Weather Station - Module Temperature ( degree ),,T15_WS - ( T15_WS ) Weather Station - Module Temperature ( degree ),
,POI_MMXU1_totW,,WSA_MET_RadGHI,,WSB_MET_RadGHI,,WSA_MET_RadPOA,,WSB_MET_RadPOA,,WSA_MET_AirTemp,,WSB_MET_AirTemp,,WSA_MET_PVTemp,,WSB_MET_PVTemp,
TimeStamp,Value,Quality,Value,Quality,Value,Quality,Value,Quality,Value,Quality,Value,Quality,Value,Quality,Value,Quality,Value,Quality
08/09/23 20:30,-0.115,Good,0,Good,0,Uncertain,0,Uncertain,0,Uncertain,25.096,Good,-3276.8,Bad,24.393,Uncertain,24.108,Uncertain
08/09/23 21:00,-0.115,Good,0,Good,0,Uncertain,0,Uncertain,0,Uncertain,25.084,Good,-3276.8,Bad,24.391,Uncertain,24.109,Uncertain
08/09/23 21:30,-0.115,Good,0,Good,0,Uncertain,0,Uncertain,0,Uncertain,25.071,Good,-3276.8,Bad,24.39,Uncertain,24.11,Uncertain
08/09/23 22:00,-0.114,Good,0,Good,0,Uncertain,0,Uncertain,0,Uncertain,25.059,Good,-3276.8,Bad,24.388,Uncertain,24.112,Uncertain
08/09/23 22:30,-0.114,Good,0,Good,0,Uncertain,0,Uncertain,0,Uncertain,25.047,Good,-3276.8,Bad,24.387,Uncertain,24.113,Uncertain
08/09/23 23:00,-0.114,Good,0,Good,0,Uncertain,0,Uncertain,0,Uncertain,25.034,Good,-3276.8,Bad,24.386,Uncertain,24.114,Uncertain
08/09/23 23:30,-0.114,Good,0,Good,0,Uncertain,0,Uncertain,0,Uncertain,25.022,Good,-3276.8,Bad,24.384,Uncertain,24.116,Uncertain
09/09/23 0:00,-0.113,Good,0,Good,0,Uncertain,0,Uncertain,0,Uncertain,25.009,Good,-3276.8,Bad,24.383,Uncertain,24.117,Uncertain
09/09/23 0:30,-0.113,Good,0,Good,0,Uncertain,0,Uncertain,0,Uncertain,25.067,Good,-3276.8,Bad,24.382,Uncertain,24.118,Uncertain
09/09/23 1:00,-0.113,Good,0,Good,0,Uncertain,0,Uncertain,0,Uncertain,25.285,Good,-3276.8,Bad,24.38,Uncertain,24.12,Uncertain
09/09/23 1:30,-0.113,Good,0,Good,0,Uncertain,0,Uncertain,0,Uncertain,25.035,Good,-3276.8,Bad,24.379,Uncertain,24.121,Uncertain
09/09/23 2:00,-0.113,Good,0,Good,0,Uncertain,0,Uncertain,0,Uncertain,24.812,Good,-3276.8,Bad,24.378,Uncertain,24.122,Uncertain
09/09/23 2:30,-0.113,Good,0,Good,0,Uncertain,0,Uncertain,0,Uncertain,25.017,Good,-3276.8,Bad,24.376,Uncertain,24.124,Uncertain
09/09/23 3:00,-0.113,Good,0,Good,0,Uncertain,0,Uncertain,0,Uncertain,25.223,Good,-3276.8,Bad,24.375,Uncertain,24.125,Uncertain
09/09/23 3:30,-0.113,Good,0,Good,0,Uncertain,0,Uncertain,0,Uncertain,25.428,Good,-3276.8,Bad,24.374,Uncertain,24.127,Uncertain
09/09/23 4:00,-0.113,Good,0,Good,0,Uncertain,0,Uncertain,0,Uncertain,25.633,Good,-3276.8,Bad,24.372,Uncertain,24.128,Uncertain
09/09/23 4:30,-0.113,Good,0,Good,0,Uncertain,0,Uncertain,0,Uncertain,25.815,Good,-3276.8,Bad,24.371,Uncertain,24.129,Uncertain
09/09/23 5:00,-0.112,Good,0,Good,0,Uncertain,0,Uncertain,0,Uncertain,25.898,Good,-3276.8,Bad,24.369,Uncertain,24.131,Uncertain
09/09/23 5:30,-0.112,Good,1,Uncertain,0,Uncertain,0,Uncertain,0,Uncertain,25.98,Good,-3276.8,Bad,24.368,Uncertain,24.132,Uncertain
09/09/23 6:00,0.419,Good,1,Uncertain,0,Uncertain,0,Uncertain,0,Uncertain,26.063,Good,-3276.8,Bad,24.367,Uncertain,24.133,Uncertain
09/09/23 6:30,2.084,Good,1,Uncertain,0,Uncertain,0,Uncertain,0,Uncertain,26.296,Good,-3276.8,Bad,24.365,Uncertain,24.135,Uncertain
09/09/23 7:00,8.582,Good,1,Uncertain,0,Uncertain,0,Uncertain,0,Uncertain,26.652,Good,-3276.8,Bad,24.364,Uncertain,24.136,Uncertain
09/09/23 7:30,14.532,Good,1,Uncertain,0,Uncertain,0,Uncertain,0,Uncertain,27.661,Good,-3276.8,Bad,24.363,Uncertain,24.137,Uncertain
09/09/23 8:00,16.731,Good,1,Uncertain,0,Uncertain,0,Uncertain,0,Uncertain,28.513,Good,-3276.8,Bad,24.361,Uncertain,24.139,Uncertain
09/09/23 8:30,21.272,Good,1,Uncertain,0,Uncertain,0,Uncertain,0,Uncertain,29.499,Good,-3276.8,Bad,24.36,Uncertain,24.14,Uncertain
09/09/23 9:00,42.531,Good,1,Uncertain,0,Uncertain,0,Uncertain,0,Uncertain,32.039,Good,-3276.8,Bad,24.359,Uncertain,24.141,Uncertain
09/09/23 9:30,50.426,Good,1,Uncertain,0,Uncertain,0,Uncertain,0,Uncertain,31.962,Good,-3276.8,Bad,24.357,Uncertain,24.143,Uncertain
09/09/23 10:00,47.865,Good,1,Uncertain,0,Uncertain,0,Uncertain,0,Uncertain,31.4,Good,-3276.8,Bad,24.356,Uncertain,24.144,Uncertain
09/09/23 10:30,27.498,Good,1,Uncertain,0,Uncertain,0,Uncertain,0,Uncertain,30.661,Good,-3276.8,Bad,24.355,Uncertain,24.145,Uncertain
09/09/23 11:00,50.203,Good,1,Uncertain,0,Uncertain,0,Uncertain,0,Uncertain,33.485,Good,-3276.8,Bad,24.353,Uncertain,24.147,Uncertain
09/09/23 11:30,58.995,Good,1,Uncertain,0,Uncertain,0,Uncertain,0,Uncertain,34.181,Good,-3276.8,Bad,24.352,Uncertain,24.148,Uncertain
09/09/23 12:00,28.192,Good,1,Uncertain,0,Uncertain,0,Uncertain,0,Uncertain,33.209,Good,-3276.8,Bad,24.351,Uncertain,24.149,Uncertain
09/09/23 12:30,24.29,Good,1,Uncertain,0,Uncertain,0,Uncertain,0,Uncertain,31.636,Good,-3276.8,Bad,24.349,Uncertain,24.151,Uncertain
09/09/23 13:00,24.439,Good,1,Uncertain,0,Uncertain,0,Uncertain,0,Uncertain,29.571,Good,-3276.8,Bad,24.348,Uncertain,24.152,Uncertain
09/09/23 13:30,38.089,Good,1,Uncertain,0,Uncertain,0,Uncertain,0,Uncertain,30.581,Good,-3276.8,Bad,24.346,Uncertain,24.154,Uncertain
09/09/23 14:00,17.99,Good,1,Uncertain,0,Uncertain,0,Uncertain,0,Uncertain,32.29,Good,-3276.8,Bad,24.345,Uncertain,24.155,Uncertain
09/09/23 14:30,31.951,Good,1,Uncertain,0,Uncertain,0,Uncertain,0,Uncertain,32.267,Good,-3276.8,Bad,24.344,Uncertain,24.156,Uncertain
09/09/23 15:00,22.943,Good,1,Uncertain,0,Uncertain,0,Uncertain,0,Uncertain,33.451,Good,-3276.8,Bad,24.342,Uncertain,24.158,Uncertain
09/09/23 15:30,31.965,Good,1,Uncertain,0,Uncertain,0,Uncertain,0,Uncertain,32.421,Good,-3276.8,Bad,24.341,Uncertain,24.159,Uncertain
09/09/23 16:00,16.357,Good,1,Uncertain,0,Uncertain,0,Uncertain,0,Uncertain,32.669,Good,-3276.8,Bad,24.34,Uncertain,24.16,Uncertain
09/09/23 16:30,16.629,Good,1,Uncertain,0,Uncertain,0,Uncertain,0,Uncertain,32.194,Good,-3276.8,Bad,24.338,Uncertain,24.162,Uncertain
09/09/23 17:00,4.533,Good,1,Uncertain,0,Uncertain,0,Uncertain,0,Uncertain,30.918,Good,-3276.8,Bad,24.337,Uncertain,24.163,Uncertain
09/09/23 17:30,0.503,Good,1,Good,0,Uncertain,0,Uncertain,0,Uncertain,29.623,Good,-3276.8,Bad,24.336,Uncertain,24.164,Uncertain
09/09/23 18:00,-0.148,Good,1,Good,0,Uncertain,0,Uncertain,0,Uncertain,25.531,Good,-3276.8,Bad,24.334,Uncertain,24.166,Uncertain
09/09/23 18:30,-0.143,Good,1,Good,0,Uncertain,0,Uncertain,0,Uncertain,24.979,Good,-3276.8,Bad,24.333,Uncertain,24.167,Uncertain
09/09/23 19:00,-0.139,Good,1,Good,0,Uncertain,0,Uncertain,0,Uncertain,24.942,Good,-3276.8,Bad,24.332,Uncertain,24.168,Uncertain
09/09/23 19:30,-0.134,Good,1,Good,0,Uncertain,0,Uncertain,0,Uncertain,24.904,Good,-3276.8,Bad,24.33,Uncertain,24.17,Uncertain
09/09/23 20:00,-0.129,Good,1,Good,0,Uncertain,0,Uncertain,0,Uncertain,25.139,Good,-3276.8,Bad,24.329,Uncertain,24.171,Uncertain
09/09/23 20:30,-0.125,Good,0,Good,0,Uncertain,0,Uncertain,0,Uncertain,25.405,Good,-3276.8,Bad,24.327,Uncertain,24.172,Uncertain
09/09/23 21:00,-0.12,Good,0,Good,0,Uncertain,0,Uncertain,0,Uncertain,25.6,Good,-3276.8,Bad,24.326,Uncertain,24.174,Uncertain
09/09/23 21:30,-0.116,Good,0,Good,0,Uncertain,0,Uncertain,0,Uncertain,25.6,Good,-3276.8,Bad,24.325,Uncertain,24.175,Uncertain
09/09/23 22:00,-0.116,Good,0,Good,0,Uncertain,0,Uncertain,0,Uncertain,25.6,Good,-3276.8,Bad,24.323,Uncertain,24.176,Uncertain
09/09/23 22:30,-0.116,Good,0,Good,0,Uncertain,0,Uncertain,0,Uncertain,25.6,Good,-3276.8,Bad,24.322,Uncertain,24.178,Uncertain
09/09/23 23:00,-0.115,Good,0,Good,0,Uncertain,0,Uncertain,0,Uncertain,25.6,Good,-3276.8,Bad,24.321,Uncertain,24.179,Uncertain
09/09/23 23:30,-0.115,Good,0,Good,0,Uncertain,0,Uncertain,0,Uncertain,25.6,Good,-3276.8,Bad,24.319,Uncertain,24.18,Uncertain
10/09/23 0:00,-0.115,Good,0,Good,0,Uncertain,0,Uncertain,0,Uncertain,25.6,Good,-3276.8,Bad,24.318,Uncertain,24.182,Uncertain
10/09/23 0:30,-0.115,Good,0,Good,0,Uncertain,0,Uncertain,0,Uncertain,25.6,Good,-3276.8,Bad,24.317,Uncertain,24.183,Uncertain
10/09/23 1:00,-0.115,Good,0,Good,0,Uncertain,0,Uncertain,0,Uncertain,25.6,Good,-3276.8,Bad,24.315,Uncertain,24.185,Uncertain
10/09/23 1:30,-0.115,Good,0,Good,0,Uncertain,0,Uncertain,0,Uncertain,25.6,Good,-3276.8,Bad,24.314,Uncertain,24.186,Uncertain
10/09/23 2:00,-0.115,Good,0,Good,0,Uncertain,0,Uncertain,0,Uncertain,25.6,Good,-3276.8,Bad,24.313,Uncertain,24.187,Uncertain
10/09/23 2:30,-0.115,Good,0,Good,0,Uncertain,0,Uncertain,0,Uncertain,25.49,Good,-3276.8,Bad,24.311,Uncertain,24.189,Uncertain
10/09/23 3:00,-0.114,Good,0,Good,0,Uncertain,0,Uncertain,0,Uncertain,25.373,Good,-3276.8,Bad,24.31,Uncertain,24.19,Uncertain
10/09/23 3:30,-0.114,Good,0,Good,0,Uncertain,0,Uncertain,0,Uncertain,25.257,Good,-3276.8,Bad,24.308,Uncertain,24.191,Uncertain
10/09/23 4:00,-0.114,Good,0,Good,0,Uncertain,0,Uncertain,0,Uncertain,25.14,Good,-3276.8,Bad,24.307,Uncertain,24.193,Uncertain
10/09/23 4:30,-0.114,Good,0,Good,0,Uncertain,0,Uncertain,0,Uncertain,25.024,Good,-3276.8,Bad,24.306,Uncertain,24.194,Uncertain
10/09/23 5:00,-0.114,Good,0,Good,0,Uncertain,0,Uncertain,0,Uncertain,24.907,Good,-3276.8,Bad,24.304,Uncertain,24.195,Uncertain
10/09/23 5:30,-0.114,Good,1,Uncertain,0,Uncertain,0,Uncertain,0,Uncertain,24.828,Good,-3276.8,Bad,24.303,Uncertain,24.197,Uncertain
10/09/23 6:00,0.94,Good,1,Uncertain,0,Uncertain,0,Uncertain,0,Uncertain,25.184,Good,-3276.8,Bad,24.302,Uncertain,24.198,Uncertain
10/09/23 6:30,5.29,Good,1,Bad,0,Bad,0,Bad,0,Bad,25.54,Good,-3276.8,Bad,24.3,Uncertain,24.199,Uncertain
10/09/23 7:00,12.192,Good,160.072,Good,151.751,Good,151.915,Good,160.095,Good,26.324,Good,-3276.8,Bad,26.696,Good,26.788,Good
10/09/23 7:30,13.863,Good,186.711,Good,196.128,Good,183.42,Good,202.889,Good,27.234,Good,-3276.8,Bad,27.798,Good,27.484,Good
10/09/23 8:00,27.813,Good,349.381,Good,379.954,Good,351.333,Good,388.812,Good,28.595,Good,-3276.8,Bad,32.78,Good,33.241,Good
10/09/23 8:30,25.363,Good,315.327,Good,316.322,Good,320.795,Good,315.927,Good,29.233,Good,-3276.8,Bad,33.56,Good,34.002,Good
10/09/23 9:00,15.279,Good,175.412,Good,183.652,Good,175.665,Good,185.428,Good,28,Good,-3276.8,Bad,28.537,Good,28.796,Good
10/09/23 9:30,21.441,Good,369.639,Good,367.873,Good,364.664,Good,359.196,Good,29.037,Good,-3276.8,Bad,33.926,Good,34.867,Good
10/09/23 10:00,21.176,Good,478.898,Good,505.044,Good,494.745,Good,511.249,Good,28.877,Good,-3276.8,Bad,34.65,Good,35.552,Good
10/09/23 10:30,22.681,Good,567.897,Good,679.358,Good,576.705,Good,690.592,Good,30.553,Good,-3276.8,Bad,40.808,Good,39.909,Good
10/09/23 11:00,38.447,Good,524.111,Good,456.576,Good,533.179,Good,450.712,Good,31.51,Good,-3276.8,Bad,38.295,Good,37.759,Good
10/09/23 11:30,32.639,Good,605.541,Good,590.536,Good,617.112,Good,597.473,Good,30.241,Good,-3276.8,Bad,36.569,Good,36.287,Good
10/09/23 12:00,25.371,Good,380.97,Good,381.05,Good,384.744,Good,376.801,Good,31.068,Good,-3276.8,Bad,35.578,Good,35.557,Good
10/09/23 12:30,32.039,Good,386.138,Good,386.653,Good,381.074,Good,376.143,Good,30.956,Good,-3276.8,Bad,35.384,Good,35.877,Good
10/09/23 13:00,22.158,Good,528.328,Good,529.305,Good,522.653,Good,528.032,Good,31.288,Good,-3276.8,Bad,37.629,Good,37.831,Good
10/09/23 13:30,36.068,Good,613.728,Good,461.232,Good,615.701,Good,456.681,Good,32.778,Good,-3276.8,Bad,40.532,Good,41.286,Good
10/09/23 14:00,38.845,Good,511.323,Good,514.181,Good,497.909,Good,500.349,Good,32.776,Good,-3276.8,Bad,38.458,Good,40.073,Good
10/09/23 14:30,42.035,Good,611.545,Good,509.358,Good,584.508,Good,488.74,Good,32.838,Good,-3276.8,Bad,38.054,Good,39.721,Good
10/09/23 15:00,39.274,Good,529.344,Good,424.896,Good,530.924,Good,402.49,Good,33.24,Good,-3276.8,Bad,40.073,Good,42.841,Good
10/09/23 15:30,37.115,Good,450.824,Good,500.589,Good,429.517,Good,480.332,Good,32.316,Good,-3276.8,Bad,35.6,Good,36.141,Good
10/09/23 16:00,22.797,Good,277.157,Good,308.955,Good,269.551,Good,292.451,Good,32.288,Good,-3276.8,Bad,35.377,Good,35.128,Good
10/09/23 16:30,9.159,Good,121.032,Good,115.675,Good,118.803,Good,113.386,Good,30.913,Good,-3276.8,Bad,31.511,Good,31.396,Good
10/09/23 17:00,5.248,Good,74.315,Good,72.593,Good,71.035,Good,70.173,Good,29.829,Good,-3276.8,Bad,30.016,Good,29.782,Good
10/09/23 17:30,2.252,Good,35.18,Good,35.713,Good,34.125,Good,32.819,Good,29.164,Good,-3276.8,Bad,28.472,Good,28.383,Good
10/09/23 18:00,-0.276,Good,3.923,Good,2.942,Good,3.198,Good,2.537,Good,28.5,Good,-3276.8,Bad,26.974,Good,26.983,Good
10/09/23 18:30,-0.124,Good,2,Good,2.298,Good,1.773,Good,0,Good,27.835,Good,-3276.8,Bad,26.083,Good,25.941,Good
10/09/23 19:00,-0.123,Good,2,Good,2,Good,1.49,Good,0,Good,27.251,Good,-3276.8,Bad,25.684,Good,25.352,Good
10/09/23 19:30,-0.123,Good,2,Good,2,Good,1.206,Good,0,Good,26.817,Good,-3276.8,Bad,25.087,Good,24.764,Good
10/09/23 20:00,-0.122,Good,2,Good,2,Good,1,Good,0,Good,26.383,Good,-3276.8,Bad,24.593,Good,24.592,Good
10/09/23 20:30,-0.121,Good,0,Good,0,Good,0,Good,0,Good,25.994,Good,-3276.8,Bad,24.558,Good,24.472,Good
10/09/23 21:00,-0.12,Good,0,Good,0,Good,0,Good,0,Good,25.947,Good,-3276.8,Bad,24.522,Good,24.351,Good
10/09/23 21:30,-0.119,Good,0,Good,0,Good,0,Good,0,Good,25.9,Good,-3276.8,Bad,24.487,Good,24.23,Good
10/09/23 22:00,-0.118,Good,0,Good,0,Good,0,Good,0,Good,25.853,Good,-3276.8,Bad,24.451,Good,24.11,Good
10/09/23 22:30,-0.117,Good,0,Good,0,Good,0,Good,0,Good,25.806,Good,-3276.8,Bad,24.415,Good,24.1,Good
10/09/23 23:00,-0.116,Good,0,Good,0,Good,0,Good,0,Good,25.758,Good,-3276.8,Bad,24.38,Good,24.1,Good
10/09/23 23:30,-0.115,Good,0,Good,0,Good,0,Good,0,Good,25.711,Good,-3276.8,Bad,24.344,Good,24.1,Good
11/09/23 0:00,-0.115,Good,0,Good,0,Good,0,Good,0,Good,25.664,Good,-3276.8,Bad,24.308,Good,24.1,Good
11/09/23 0:30,-0.114,Good,0,Good,0,Good,0,Good,0,Good,25.617,Good,-3276.8,Bad,24.3,Good,24.1,Good
11/09/23 1:00,-0.113,Good,0,Good,0,Good,0,Good,0,Good,25.569,Good,-3276.8,Bad,24.3,Good,24.1,Good
11/09/23 1:30,-0.112,Good,0,Good,0,Good,0,Good,0,Good,25.522,Good,-3276.8,Bad,24.289,Good,24.076,Good
11/09/23 2:00,-0.111,Good,0,Good,0,Good,0,Good,0,Good,25.475,Good,-3276.8,Bad,24.033,Good,24.035,Good
11/09/23 2:30,-0.111,Good,0,Good,0,Good,0,Good,0,Good,25.428,Good,-3276.8,Bad,24.089,Good,24.021,Good
11/09/23 3:00,-0.109,Good,0,Good,0,Good,0,Good,0,Good,25.4,Good,-3276.8,Bad,24.482,Good,24.143,Good
11/09/23 3:30,-0.108,Good,0,Good,0,Good,0,Good,0,Good,25.4,Good,-3276.8,Bad,24.503,Good,24.266,Good
11/09/23 4:00,-0.106,Good,0,Good,0,Good,0,Good,0,Good,25.4,Good,-3276.8,Bad,24.365,Good,24.151,Good
11/09/23 4:30,-0.104,Good,0,Good,0,Good,0,Good,0,Good,25.4,Good,-3276.8,Bad,23.924,Good,23.943,Good
11/09/23 5:00,-0.102,Good,0,Good,0,Good,0,Good,0,Good,25.437,Good,-3276.8,Bad,23.574,Good,23.735,Good
11/09/23 5:30,-0.101,Good,11,Good,1.87,Good,4.285,Good,0,Good,25.535,Good,-3276.8,Bad,23.759,Good,23.899,Good
11/09/23 6:00,1.265,Good,31.253,Good,20.268,Good,25.078,Good,21.027,Good,25.754,Good,-3276.8,Bad,24.719,Good,24.749,Good
11/09/23 6:30,4.076,Good,65.002,Good,52.906,Good,55.515,Good,54.955,Good,26.206,Good,-3276.8,Bad,25.738,Good,25.599,Good
11/09/23 7:00,7.322,Good,108.2,Good,91.622,Good,97.063,Good,89.165,Good,26.658,Good,-3276.8,Bad,26.282,Good,26.033,Good
11/09/23 7:30,15.103,Good,189.603,Good,188.601,Good,187.606,Good,187.895,Good,27.125,Good,-3276.8,Bad,27.236,Good,27.407,Good
11/09/23 8:00,25.913,Good,306.473,Good,327.958,Good,311.868,Good,330.472,Good,28.239,Good,-3276.8,Bad,33.179,Good,33.074,Good
11/09/23 8:30,26.282,Good,330.85,Good,331.409,Good,331.12,Good,327.759,Good,28.869,Good,-3276.8,Bad,32.873,Good,32.991,Good
11/09/23 9:00,43.826,Good,466.507,Good,492.966,Good,480.042,Good,509.579,Good,26.922,Good,-3276.8,Bad,31.909,Good,33.87,Good
11/09/23 9:30,37.091,Good,453.768,Good,456.512,Good,463.377,Good,459.56,Good,28.04,Good,-3276.8,Bad,36.099,Good,35.845,Good
11/09/23 10:00,36.288,Good,434.123,Good,448.298,Good,432.806,Good,442.929,Good,28.883,Good,-3276.8,Bad,36.232,Good,35.049,Good
11/09/23 10:30,58.606,Good,1040.302,Good,911.306,Good,1078.537,Good,934.264,Good,30.991,Good,-3276.8,Bad,49.036,Good,45.043,Good
11/09/23 11:00,49.892,Good,1075.315,Good,873.923,Good,1125.117,Good,904.74,Good,32.13,Good,-3276.8,Bad,54.587,Good,51.814,Good
11/09/23 11:30,42.476,Good,542.84,Good,561.887,Good,553.835,Good,578.915,Good,32.671,Good,-3276.8,Bad,49.062,Good,48.828,Good
11/09/23 12:00,41.933,Good,1135.272,Good,1190.572,Good,1137.876,Good,1185.47,Good,32.851,Good,-3276.8,Bad,51.381,Good,50.657,Good
11/09/23 12:30,44.754,Good,525.917,Good,699.99,Good,527.184,Good,710.403,Good,32.552,Good,-3276.8,Bad,44.314,Good,43.803,Good
11/09/23 13:00,40.242,Good,521.705,Good,496.7,Good,521.549,Good,496.254,Good,31.891,Good,-3276.8,Bad,43.764,Good,41.604,Good
11/09/23 13:30,41.321,Good,508.091,Good,517.969,Good,501.822,Good,512.211,Good,32.121,Good,-3276.8,Bad,40.445,Good,40.712,Good
11/09/23 14:00,36.82,Good,485.956,Good,474.466,Good,468.55,Good,455.375,Good,32.38,Good,-3276.8,Bad,40.354,Good,40.356,Good
11/09/23 14:30,48.919,Good,777.34,Good,802.154,Good,737.764,Good,765.416,Good,32.897,Good,-3276.8,Bad,44.914,Good,45.792,Good
11/09/23 15:00,46.421,Good,644.404,Good,600.452,Good,599.852,Good,574.639,Good,32.801,Good,-3276.8,Bad,44.199,Good,42.623,Good
11/09/23 15:30,21.555,Good,279.026,Good,326.43,Good,252.602,Good,300.896,Good,32.042,Good,-3276.8,Bad,36.258,Good,36.517,Good
11/09/23 16:00,35.82,Good,437.528,Good,528.955,Good,397.043,Good,499.655,Good,31.643,Good,-3276.8,Bad,38.506,Good,37.862,Good
11/09/23 16:30,19.226,Good,254.152,Good,227.394,Good,232.414,Good,207.281,Good,31.848,Good,-3276.8,Bad,37.337,Good,36.159,Good
11/09/23 17:00,6.26,Good,119.034,Good,97.886,Good,100.628,Good,82.786,Good,30.859,Good,-3276.8,Bad,31.832,Good,31.381,Good
11/09/23 17:30,1.584,Good,29.202,Good,30.033,Good,27.439,Good,26.12,Good,29.172,Good,-3276.8,Bad,28.145,Good,27.845,Good
11/09/23 18:00,-0.258,Good,3.069,Good,3.825,Good,2.705,Good,2.363,Good,28.322,Good,-3276.8,Bad,26.475,Good,26.131,Good
11/09/23 18:30,-0.125,Good,0,Good,2,Good,0,Good,0,Good,27.71,Good,-3276.8,Bad,25.684,Good,25.326,Good
11/09/23 19:00,-0.125,Good,0,Good,0,Good,0,Good,0,Good,27.099,Good,-3276.8,Bad,25.306,Good,24.768,Good
11/09/23 19:30,-0.124,Good,0,Good,0,Good,0,Good,0,Good,26.889,Good,-3276.8,Bad,24.989,Good,24.558,Good
11/09/23 20:00,-0.124,Good,0,Good,0,Good,0,Good,0,Good,26.679,Good,-3276.8,Bad,24.621,Good,24.478,Good
11/09/23 20:30,-0.123,Good,0,Good,0,Good,0,Good,0,Good,26.288,Good,-3276.8,Bad,23.777,Good,23.507,Good
11/09/23 21:00,-0.122,Good,0,Good,0,Good,0,Good,0,Good,25.785,Good,-3276.8,Bad,22.96,Good,22.717,Good
11/09/23 21:30,-0.122,Good,0,Good,0,Good,0,Good,0,Good,25.3,Good,-3276.8,Bad,23.134,Good,22.82,Good
11/09/23 22:00,-0.121,Good,0,Good,0,Good,0,Good,0,Good,25.3,Good,-3276.8,Bad,23.304,Good,22.718,Good
11/09/23 22:30,-0.121,Good,0,Good,0,Good,0,Good,0,Good,25.3,Good,-3276.8,Bad,23.382,Good,22.785,Good
11/09/23 23:00,-0.12,Good,0,Good,0,Good,0,Good,0,Good,25.3,Good,-3276.8,Bad,23.9,Good,23.148,Good
11/09/23 23:30,-0.12,Good,0,Good,0,Good,0,Good,0,Good,25.3,Good,-3276.8,Bad,23.9,Good,23.238,Good
12/09/23 0:00,-0.119,Good,0,Good,0,Good,0,Good,0,Good,25.3,Good,-3276.8,Bad,23.9,Good,22.79,Good
12/09/23 0:30,-0.119,Good,0,Good,0,Good,0,Good,0,Good,25.3,Good,-3276.8,Bad,23.833,Good,23.212,Good
12/09/23 1:00,-0.118,Good,0,Good,0,Good,0,Good,0,Good,25.3,Good,-3276.8,Bad,23.53,Good,23.473,Good
12/09/23 1:30,-0.118,Good,0,Good,0,Good,0,Good,0,Good,25.146,Good,-3276.8,Bad,22.351,Good,22.256,Good
12/09/23 2:00,-0.117,Good,0,Good,0,Good,0,Good,0,Good,24.788,Good,-3276.8,Bad,22.778,Good,23.187,Good
12/09/23 2:30,-0.117,Good,0,Good,0,Good,0,Good,0,Good,24.741,Good,-3276.8,Bad,22.584,Good,22.755,Good
12/09/23 3:00,-0.116,Good,0,Good,0,Good,0,Good,0,Good,24.694,Good,-3276.8,Bad,22.463,Good,22.187,Good
12/09/23 3:30,-0.116,Good,0,Good,0,Good,0,Good,0,Good,24.647,Good,-3276.8,Bad,22.341,Good,22.071,Good
12/09/23 4:00,-0.115,Good,0,Good,0,Good,0,Good,0,Good,24.6,Good,-3276.8,Bad,22.22,Good,21.955,Good
12/09/23 4:30,-0.115,Good,0,Good,0,Good,0,Good,0,Good,24.657,Good,-3276.8,Bad,21.805,Good,21.713,Good
12/09/23 5:00,-0.114,Good,0,Good,0,Good,0,Good,0,Good,24.392,Good,-3276.8,Bad,21.331,Good,21.358,Good
12/09/23 5:30,-0.114,Good,6.541,Good,0,Good,1,Good,0,Good,24.127,Good,-3276.8,Bad,21.522,Good,21.298,Good
12/09/23 6:00,1.689,Good,34.465,Good,33.685,Good,33.121,Good,33.926,Good,24.094,Good,-3276.8,Bad,21.967,Good,21.828,Good
12/09/23 6:30,7.736,Good,111.677,Good,130.953,Good,123.65,Good,138.829,Good,25.252,Good,-3276.8,Bad,24.932,Good,24.764,Good
12/09/23 7:00,16.682,Good,214.809,Good,246.975,Good,248.475,Good,264.687,Good,27.829,Good,-3276.8,Bad,28.58,Good,28.871,Good
12/09/23 7:30,24.25,Good,292.542,Good,375.968,Good,343.329,Good,393.168,Good,31.073,Good,-3276.8,Bad,30.188,Good,29.593,Good
12/09/23 8:00,38.551,Good,457.102,Good,532.188,Good,513.557,Good,563.56,Good,31.052,Good,-3276.8,Bad,37.27,Good,37.557,Good
12/09/23 8:30,40.671,Good,138.332,Bad,688.974,Good,139.674,Bad,714.561,Good,31.927,Good,-3276.8,Bad,38.049,Good,39.097,Good
12/09/23 9:00,49.269,Good,788.451,Good,857.728,Good,804.125,Good,900.077,Good,32.567,Good,-3276.8,Bad,42.889,Good,41.793,Good
12/09/23 9:30,3.264,Good,63.877,Good,63.451,Good,59.991,Good,54.252,Good,31.304,Good,-3276.8,Bad,37.869,Good,35.557,Good
12/09/23 10:00,22.601,Good,259.107,Good,285.385,Good,240.645,Good,268.417,Good,26.142,Good,-3276.8,Bad,27.64,Good,29.491,Good
